X000104,B00104,西方美学史,艺术,202003140104,王鑫,2020-10-23,2020-10-23,1
X000105,B00105, 艺术发展史 ,艺术,202003140105,王子机,2020-10-24,2020-10-24,1
X000106,B00106,艺术的故事,艺术,202003140106,王万孚,2020-10-25,2020-10-25,0
X000107,B00107, 艺术通史,艺术,202003140107,规格3,2020-10-26,2020-10-26,0
X000108,B00108,文艺复兴,艺术,202003140108,王嘘,2020-10-27,2020-10-27,1
X000109,B00109,剑桥艺术史,艺术,202003140109,白鑫,2020-10-28,2020-10-28,1
X000110,B00110, 加德纳艺术通史,艺术,202003140110,关艺龙,2020-10-29,2020-10-29,0
X000111,B00111,艺术发展史 ,艺术,202003140111,郭德纲,2020-10-30,2020-10-30,0
X000112,B00112,中国通史,艺术,202003140112,郭鑫欣,2020-10-1,2020-10-1,1
X000113,B00113,中国通史（上下）,艺术,202003140113,白志新,2020-10-2,2020-10-2,1
X000114,B00114,中国史纲,艺术,202003140114,方无尘,2020-10-3,2020-10-3,0
X000115,B00115, 国史大纲,艺术,202003140115,方耀东,2020-10-4,2020-10-4,0
X000116,B00116,全球通史,艺术,202003140116,王万兴,2020-10-5,2020-10-5,1
X000117,B00117,艺术读,艺术,202003140117,王子龙,2020-10-6,2020-10-6,1
X000118,B00118,歌德谈话录 ,艺术,202003140118,张三丰,2020-10-7,2020-10-7,0
X000119,B00119,艺术,艺术,202003140119,张枉,2020-10-8,2020-10-8,0
X000120,B00120,企鹅艺术,艺术,202003140120,王星越,2020-10-9,2020-10-9,1
X000121,B00121,阿达艺术,艺术,202003140121,方桐梓,2020-10-10,2020-10-10,1
X000122,B00122,胆大妄为,艺术,202003140122,方芳芳,2020-10-11,2020-10-11,0
X000123,B00123,微软艺术,艺术,202003140123,方童心,2020-10-12,2020-10-12,0
X000124,B00124,祖国艺术,艺术,202003140124,王冰冰,2020-10-13,2020-10-13,1
X000125,B00125,三打五确定艺术,艺术,202003140125,王紫馨,2020-10-14,2020-10-14,1
X000126,B00126,阿迪斯,艺术,202003140126,王紫涵,2020-10-15,2020-10-15,0
X000127,B00127,犹太人,艺术,202003140127,李慧敏,2020-10-16,2020-10-16,0
X000128,B00128,魏汝稳艺术,艺术,202003140128,李慧寐,2020-10-17,2020-10-17,1
X000129,B00129,维州艺术,艺术,202003140129,李佳佳,2020-10-18,2020-10-18,1
X000130,B00130,五欸额,艺术,202003140130,吴美美,2020-10-19,2020-10-19,0
X000131,B00131,啮齿艺术,艺术,202003140131,王贝贝,2020-10-20,2020-10-20,0
X000132,B00132,当时的艺术,艺术,202003140132,白美媚,2020-10-21,2020-10-21,1
X000133,B00133,飒飒艺术,艺术,202003140133,二哥探,2020-10-22,2020-10-22,1
X000134,B00134,修饰符成都,艺术,202003140134,李紫欣,2020-10-23,2020-10-23,0
X000135,B00135,思维定势,艺术,202003140135,吴梓欣,2020-10-24,2020-10-24,0
X000136,B00136,顺德艺术,艺术,202003140136,李紫薇,2020-10-25,2020-10-25,1
X000137,B00137,巍峨艺术,艺术,202003140137,李紫婷,2020-10-26,2020-10-26,1
X000138,B00138,倒萨艺术,艺术,202003140138,王子怡,2020-10-27,2020-10-27,0
X000139,B00139,很乖回复,艺术,202003140139,王梓欣,2020-10-28,2020-10-28,0
X000140,B00140,和法国光放,艺术,202003140140,李梓欣,2020-10-29,2020-10-29,1
X000141,B00141,伦理学方法艺术,艺术,202003140141,田梓欣,2020-10-30,2020-10-30,1
X000142,B00142,认识的谬误艺术,艺术,202003140142,田西宁,2020-10-1,2020-10-1,0
X000143,B00143,感觉分析,艺术,202003140143,张桐梓,2020-10-2,2020-10-2,0
X000144,B00144,经济与自然艺术,艺术,202003140144,张彤彤,2020-10-3,2020-10-3,1
X000145,B00145,科学与近代世界艺术,艺术,202003140145,张童,2020-10-4,2020-10-4,1
X000146,B00146,论实证主义艺术,艺术,202003140146,张雨琦,2020-10-5,2020-10-5,0
X000147,B00147,哲学问题艺术,艺术,202003140147,张佳美,2020-10-6,2020-10-6,0
X000148,B00148,心的概念艺术,艺术,202003140148,张呗呗,2020-10-7,2020-10-7,1
X000149,B00149,真理与意义艺术,艺术,202003140149,张晓宇,2020-10-8,2020-10-8,1
X000150,B00150,爱欲与文明艺术,艺术,202003140150,李霖霖,2020-10-9,2020-10-9,0
X000151,B00151,单向度的人艺术,艺术,202003140151,罗志祥,2020-10-10,2020-10-10,0
X000152,B00152,在自由中丧失艺术,艺术,202003140152,吴亦凡,2020-10-11,2020-10-11,1
X000153,B00153,通往奴役之路艺术,艺术,202003140153,李眺,2020-10-12,2020-10-12,1
X000154,B00154,自由宪章艺术,艺术,202003140154,田扬,2020-10-13,2020-10-13,0
X000155,B00155,知识分子的鸦片艺术,艺术,202003140155,田杨,2020-10-14,2020-10-14,0
X000156,B00156,正义论艺术,艺术,202003140156,李星辰,2020-10-15,2020-10-15,1
X000157,B00157,符号学原理艺术,艺术,202003140157,阡陌,2020-10-16,2020-10-16,1
X000158,B00158,写作的零度艺术,艺术,202003140158,张佰,2020-10-17,2020-10-17,0
X000159,B00159,启蒙辩证法艺术,艺术,202003140159,张骏,2020-10-18,2020-10-18,0
X000160,B00160,历史与阶级意识艺术,艺术,202003140160,林申,2020-10-19,2020-10-19,1
X000161,B00161,科学的反革命艺术,艺术,202003140161,林寐,2020-10-20,2020-10-20,1
X000162,B00162,后现代状态艺术,艺术,202003140162,林子阳,2020-10-21,2020-10-21,0
X000163,B00163,共同体与社会艺术,艺术,202003140163,林志,2020-10-22,2020-10-22,0
X000164,B00164,现代性与大屠杀艺术,艺术,202003140164,林凯,2020-10-23,2020-10-23,1
X000165,B00165,精神分析引论艺术,艺术,202003140165,林哲,2020-10-24,2020-10-24,1
X000166,B00166,极权主义的起源艺术,艺术,202003140166,白龙,2020-10-25,2020-10-25,0
X000167,B00167,自由四论艺术,艺术,202003140167,林海,2020-10-26,2020-10-26,0
X000168,B00168,自由的背叛以上,艺术,202003140168,林俊杰,2020-10-27,2020-10-27,1
X000169,B00169,变化社会中的艺术·,艺术,202003140169,张杰,2020-10-28,2020-10-28,1
X000170,B00170,艺术1,艺术,202003140170,范德,2020-10-29,2020-10-29,0
X000171,B00171,艺术2,艺术,202003140171,王智,2020-10-30,2020-10-30,0
X000172,B00172,汉魏两晋南史,艺术,202003140172,王柏,2020-10-1,2020-10-1,1
X000173,B00173,胡塞尔哲学发生问题,艺术,202003140173,王军,2020-10-2,2020-10-2,1
X000174,B00174,纯性批判,艺术,202003140174,林白,2020-10-3,2020-10-3,0
X000175,B00175,纯批判讲演录,艺术,202003140175,林龙,2020-10-4,2020-10-4,0
X000176,B00176,牛顿究,艺术,202003140176,林飞,2020-10-5,2020-10-5,1
X000177,B00177,近的形而上学基础,艺术,202003140177,李逵,2020-10-6,2020-10-6,1
X000178,B00178,世的机械化,艺术,202003140178,李宝,2020-10-7,2020-10-7,0
X000179,B00179,哥集异璧之大成,艺术,202003140179,张宝,2020-10-8,2020-10-8,0
X000180,B00180,人类识原理,艺术,202003140180,李桐,2020-10-9,2020-10-9,1
X000181,B00181,知堂想录,艺术,202003140181,李婷婷,2020-10-10,2020-10-10,1
X000182,B00182,学研究,艺术,202003140182,张雯婷,2020-10-11,2020-10-11,0
X000183,B00183,法哲理,艺术,202003140183,林美美,2020-10-12,2020-10-12,0
X000184,B00184,伦理德哲学研究,艺术,202003140184,林彤彤,2020-10-13,2020-10-13,1
X000185,B00185,阿多哲学研究,艺术,202003140185,林志玲,2020-10-14,2020-10-14,1
X000186,B00186,解读,艺术,202003140186,徐志玲,2020-10-15,2020-10-15,0
X000187,B00187,魏德哲学研究,艺术,202003140187,徐林玲,2020-10-16,2020-10-16,0
X000188,B00188,利坦,艺术,202003140188,张美美,2020-10-17,2020-10-17,1
X000189,B00189,政府,艺术,202003140189,张晓燕,2020-10-18,2020-10-18,1
X000190,B00190,社会论,艺术,202003140190,李琳琳,2020-10-19,2020-10-19,0
X000191,B00191,论人等的起源,艺术,202003140191,曹琳琳,2020-10-20,2020-10-20,0
X000192,B00192,实性批判,艺术,202003140192,曹音祺,2020-10-21,2020-10-21,1
X000193,B00193,判判,艺术,202003140193,张尔祺,2020-10-22,2020-10-22,1
X000194,B00194,全部学原理,艺术,202003140194,曹莹,2020-10-23,2020-10-23,0
X000195,B00195,全部学的基础,艺术,202003140195,李朵朵,2020-10-24,2020-10-24,0
X000196,B00196,作为世录与补遗,艺术,202003140196,张静雯,2020-10-25,2020-10-25,1
X000197,B00197,艺术武器,艺术,202003140197,徐晓,2020-10-26,2020-10-26,1
X000198,B00198,托运人艺术,艺术,202003140198,李晶晶,2020-10-27,2020-10-27,0
X000199,B00199,浮士德,艺术,202003140199,张晓静,2020-10-28,2020-10-28,0
X000200,B00200,大佛寺艺术,艺术,202003140200,张晓,2020-10-29,2020-10-29,1
X000201,C00201,世间所有相遇都是久别重逢,小说,202003140201,苗眉,2020-10-30,2020-10-30,1
X000202,C00202,三十而立,小说,202003140202,施天春,2020-10-29,2020-10-29,0
X000203,C00203,巨流河,小说,202003140203,吕苑,2020-10-30,2020-10-30,0
X000204,C00204,不负如来不负卿,小说,202003140204,戚树平,2020-11-1,2020-11-1,1
X000205,C00205,云图,小说,202003140205,卫婉,2020-11-2,2020-11-2,1
X000206,C00206,找回被遗忘的自己,小说,202003140206,陈春喜,2020-11-3,2020-11-3,0
X000207,C00207,春宴,小说,202003140207,卫凯敏,2020-11-4,2020-11-4,0
X000208,C00208,穿越金色时光,小说,202003140208,沈惠,2020-11-5,2020-11-5,1
X000209,C00209,活在当下最美：把握当下过幸福人生,小说,202003140209,韩蓓,2020-11-6,2020-11-6,1
X000210,C00210,第56号教室的奇迹,小说,202003140210,严丹,2020-11-7,2020-11-7,0
X000211,C00211,盔甲骑士,小说,202003140211,周婷,2020-11-8,2020-11-8,0
X000212,C00212,背包十年,小说,202003140212,陶园,2020-11-9,2020-11-9,1
X000213,C00213,因为痛，所以叫青春,小说,202003140213,冯琰,2020-11-10,2020-11-10,1
X000214,C00214,远离德黑兰,小说,202003140214,朱君,2020-11-11,2020-11-11,0
X000215,C00215,最好的杂文大全选,小说,202003140215,吴倩,2020-11-12,2020-11-12,0
X000216,C00216,天才在左，疯子在右,小说,202003140216,秦莉莎,2020-11-13,2020-11-13,1
X000217,C00217,他的国,小说,202003140217,华树平,2020-11-14,2020-11-14,1
X000218,C00218,做你想做的人,小说,202003140218,戚尔珍,2020-11-15,2020-11-15,0
X000219,C00219,推开幸福那扇门,小说,202003140219,沈惜雪,2020-11-16,2020-11-16,0
X000220,C00220,宽怀人生,小说,202003140220,褚之念,2020-11-17,2020-11-17,1
X000221,C00221,邮差弗雷德,小说,202003140221,吕晓磊,2020-11-18,2020-11-18,1
X000222,C00222,成长比成功更重要,小说,202003140222,褚莉莎,2020-11-19,2020-11-19,0
X000223,C00223,尘埃眠于光年,小说,202003140223,范婷婷,2020-11-20,2020-11-20,0
X000224,C00224,花开半季，情暖三生,小说,202003140224,施雪萍,2020-11-21,2020-11-21,1
X000225,C00225,十年一品温如言,小说,202003140225,蒋婷,2020-11-22,2020-11-22,1
X000226,C00226,小狗钱钱,小说,202003140226,冯嘎妹,2020-11-23,2020-11-23,0
X000227,C00227,阳光心态,小说,202003140227,王纨,2020-11-24,2020-11-24,0
X000228,C00228,巨能量,小说,202003140228,冯显丽,2020-11-25,2020-11-25,1
X000229,C00229,当时只道是寻常,小说,202003140229,陈睿敏,2020-11-26,2020-11-26,1
X000230,C00230,再见萤火虫,小说,202003140230,李傲文,2020-11-27,2020-11-27,0
X000231,C00231,眠空,小说,202003140231,施玉晶,2020-11-28,2020-11-28,0
X000232,C00232,踮脚张望的时光,小说,202003140232,孙枝,2020-11-29,2020-11-29,1
X000233,C00233,毕业了我们一无所有,小说,202003140233,沈育,2020-11-30,2020-11-30,1
X000234,C00234,最美的徒劳无功,小说,202003140234,韩美娟,2020-11-1,2020-11-1,0
X000235,C00235,把耳朵捂住,小说,202003140235,钱忠娇,2020-11-2,2020-11-2,0
X000236,C00236,我的中东,小说,202003140236,孙有菊,2020-11-3,2020-11-3,1
X000237,C00237,购并的艺术,小说,202003140237,余亦寒,2020-11-4,2020-11-4,1
X000238,C00238,安静：内向性格的竞争力,小说,202003140238,郑念,2020-11-5,2020-11-5,0
X000239,C00239,生命之书：365天的静心冥想,小说,202003140239,杨英,2020-11-6,2020-11-6,0
X000240,C00240,我的名字叫红,小说,202003140240,蒋红燕,2020-11-7,2020-11-7,1
X000241,C00241,人生不汲限,小说,202003140241,华昭东,2020-11-8,2020-11-8,1
X000242,C00242,别闹了，费曼先生,小说,202003140242,冯元群,2020-11-9,2020-11-9,0
X000243,C00243,夏至未至,小说,202003140243,韩尔珍,2020-11-10,2020-11-10,0
X000244,C00244,个人发展手册,小说,202003140244,尤迎曼,2020-11-11,2020-11-11,1
X000245,C00245,你简单，世界就对你简单,小说,202003140245,蒋彩艳,2020-11-12,2020-11-12,1
X000246,C00246,青铜葵花,小说,202003140246,张海燕,2020-11-13,2020-11-13,0
X000247,C00247,风云初记,小说,202003140247,何水云,2020-11-14,2020-11-14,0
X000248,C00248,铁道游击队,小说,202003140248,吕洪丽,2020-11-15,2020-11-15,1
X000249,C00249,保卫延安,小说,202003140249,严羽,2020-11-16,2020-11-16,1
X000250,C00250,三里湾,小说,202003140250,李园,2020-11-17,2020-11-17,0
X000251,C00251,红日,小说,202003140251,戚涵菡,2020-11-18,2020-11-18,0
X000252,C00252,红旗谱,小说,202003140252,韩融,2020-11-19,2020-11-19,1
X000253,C00253,山乡巨变,小说,202003140253,朱之念,2020-11-20,2020-11-20,1
X000254,C00254,我们播种爱情,小说,202003140254,杨翠安,2020-11-21,2020-11-21,0
X000255,C00255,林海雪原,小说,202003140255,朱月珍,2020-11-22,2020-11-22,0
X000256,C00256,青春之歌,小说,202003140256,朱丹珍,2020-11-23,2020-11-23,1
X000257,C00257,苦菜花,小说,202003140257,水树平,2020-11-24,2020-11-24,1
X000258,C00258,野火春风斗古城,小说,202003140258,魏静,2020-11-25,2020-11-25,0
X000259,C00259,上海的早晨,小说,202003140259,赵冰露,2020-11-26,2020-11-26,0
X000260,C00260,三家巷,小说,202003140260,秦宗莉,2020-11-27,2020-11-27,1
X000261,C00261,创业史,小说,202003140261,秦妙海,2020-11-28,2020-11-28,1
X000262,C00262,红岩,小说,202003140262,张婷,2020-11-29,2020-11-29,0
X000263,C00263,艳阳天,小说,202003140263,何名媛,2020-11-30,2020-11-30,0
X000264,C00264,大刀记,小说,202003140264,朱亚,2020-11-1,2020-11-1,1
X000265,C00265,万山红遍,小说,202003140265,蒋花长,2020-11-2,2020-11-2,1
X000266,C00266,东方,小说,202003140266,冯寻南,2020-11-3,2020-11-3,0
X000267,C00267,青春万岁,小说,202003140267,郑勤,2020-11-4,2020-11-4,0
X000268,C00268,许茂和他的女儿们,小说,202003140268,何琰,2020-11-5,2020-11-5,1
X000269,C00269,冬天里的春天,小说,202003140269,姜菜玲,2020-11-6,2020-11-6,1
X000270,C00270,沉重的翅膀,小说,202003140270,杨丽丽,2020-11-7,2020-11-7,0
X000271,C00271,黄河东流去,小说,202003140271,施夏梅,2020-11-8,2020-11-8,0
X000272,C00272,蹉跎岁月,小说,202003140272,张名媛,2020-11-9,2020-11-9,1
X000273,C00273,新星,小说,202003140273,缪艳,2020-11-10,2020-11-10,1
X000274,C00274,钟鼓楼,小说,202003140274,孙珍,2020-11-11,2020-11-11,0
X000275,C00275,平凡的世界,小说,202003140275,严胜珍,2020-11-12,2020-11-12,0
X000276,C00276,第二个太阳,小说,202003140276,施晓,2020-11-13,2020-11-13,1
X000277,C00277,红高粱家族,小说,202003140277,蒋冰露,2020-11-14,2020-11-14,1
X000278,C00278,雪城,小说,202003140278,魏寒,2020-11-15,2020-11-15,0
X000279,C00279,浴血罗霄,小说,202003140279,魏青,2020-11-16,2020-11-16,0
X000280,C00280,穆斯林的葬礼,小说,202003140280,施凯敏,2020-11-17,2020-11-17,1
X000281,C00281,白鹿原,小说,202003140281,赵阳涌,2020-11-18,2020-11-18,1
X000282,C00282,长恨歌,小说,202003140282,魏雅瑄,2020-11-19,2020-11-19,0
X000283,C00283,马桥词典,小说,202003140283,蒋向萍,2020-11-20,2020-11-20,0
X000284,C00284,抉择,小说,202003140284,吕丽丽,2020-11-21,2020-11-21,1
X000285,C00285,草房子,小说,202003140285,卫火英,2020-11-22,2020-11-22,1
X000286,C00286,中国制造,小说,202003140286,曹慧娟,2020-11-23,2020-11-23,0
X000287,C00287,尘埃落定,小说,202003140287,孙昌菊,2020-11-24,2020-11-24,0
X000288,C00288,突出重围,小说,202003140288,奚莉,2020-11-25,2020-11-25,1
X000289,C00289,李自成,小说,202003140289,赵锦,2020-11-26,2020-11-26,1
X000290,C00290,历史的天空,小说,202003140290,许瑞,2020-11-27,2020-11-27,0
X000291,C00291,亮剑,小说,202003140291,戚飘,2020-11-28,2020-11-28,0
X000292,C00292,东藏记,小说,202003140292,葛亦瑶,2020-11-29,2020-11-29,1
X000293,C00293,茶人三部曲,小说,202003140293,褚姬,2020-11-30,2020-11-30,1
X000294,C00294,雍正皇帝,小说,202003140294,何欣淼,2020-11-1,2020-11-1,0
X000295,C00295,日出东方,小说,202003140295,曹清怡,2020-11-2,2020-11-2,0
X000296,C00296,狼图腾,小说,202003140296,戚乐之,2020-11-3,2020-11-3,1
X000297,C00297,省委书记,小说,202003140297,陶婷,2020-11-4,2020-11-4,1
X000298,C00298,水乳大地,小说,202003140298,沈舒,2020-11-5,2020-11-5,0
X000299,C00299,我的丁一之旅,小说,202003140299,尤功碧,2020-11-6,2020-11-6,0
X000300,C00300,我是我的神,小说,202003140300,张春喜,2020-11-7,2020-11-7,1
X000301,D00301,因为有梦 所以远方,青春,202003140301,秦婷,2020-11-8,2020-11-8,1
X000302,D00302,《世界上最伟大的励志书》,青春,202003140302,施巧丽,2020-11-9,2020-11-9,0
X000303,D00303,天使的舞鞋,青春,202003140303,陈胜珍,2020-11-10,2020-11-10,0
X000304,D00304,《谁动了我的奶酪》,青春,202003140304,蒋琴,2020-11-11,2020-11-11,1
X000305,D00305,《成功之路》,青春,202003140305,陈聪,2020-11-12,2020-11-12,1
X000306,D00306,《人性的弱点》,青春,202003140306,施大芬,2020-11-13,2020-11-13,0
X000307,D00307,《钢铁是怎样练成的》,青春,202003140307,钱秀丽,2020-11-14,2020-11-14,0
X000308,D00308,《羊皮卷》,青春,202003140308,孔珊,2020-11-15,2020-11-15,1
X000309,D00309,《海伦凯勒传记》,青春,202003140309,章银姣,2020-11-16,2020-11-16,1
